order_id,customer_id,order_date,status,total_amount,source_system,last_updated
62,146,20230529,processing,596.98,new_api,05/30/2023 10:00 AM
63,122,10/16/2023,complete,1210.72,,2023-10-18 04:00:00
64,139,05/25/2023,COMPLETED,374.56,legacy_db,2023-05-25 14:00:00
65,146,20240617,processing,2590.16,"",2024-06-19T00:00:00.000000Z
66,101,28-04-2024,cancelled,669.58,mobile_app,2024-04-29T15:00:00.000000Z
,106,20240226,returned,2048.66,"",1709002800
68,137,"July 01, 2024","",1178.63,,07/01/2024 05:00 AM
69,126,"June 23, 2023",processing,2187.94,legacy_db,06/23/2023 10:00 PM
70,128,09-04-2023,Cancelled,2385.41,,
71,144,01/10/2023,returned,1224.58,mobile_app,2023-01-12 23:00:00
72,145,"March 13, 2024",failed,1953.0,,1710442800
73,128,"August 24, 2023",completed,785.31,,08/24/2023 02:00 AM
74,137,"January 13, 2024",refunded,2065.67,new_api,2024-01-15T13:00:00.000000Z
75,120,,Refunded,1496.0,legacy_db,1683496800
76,109,2024-10-24,refunded,2111.96,"",2024-10-26T20:00:00.000000Z
77,112,"September 02, 2023",Processing,414.83,web_portal,09/03/2023 09:00 AM
78,109,2024-11-11,unknwon,176.02,legacy_db,2024-11-14 00:00:00
79,112,2024-04-04,unknwon,958.02,web_portal,1712203200
80,150,2024-13-45,COMPLETED,-215.0854208713171,,06/28/2023 11:00 AM
81,116,2024-03-06,delivered,218.97,web_portal,03/07/2024 02:00 AM
82,127,"November 01, 2023",completed,804.19,,2023-11-03T04:00:00.000000Z
83,123,"April 20, 2024",delivered,2260.28,"",04/21/2024 03:00 PM
84,102,20240116,Canceled,2124.54,legacy_db,2024-01-16 00:00:00
85,122,22-09-2023,COMPLETED,1567.67,"",2023-09-22 00:00:00
86,104,2023-12-12,failed,2725.11,legacy_db,12/14/2023 01:00 AM
87,116,20230806,delivered,491.8,mobile_app,1691409600
88,102,20240920,Delivered,2850.03,legacy_db,1726995600
,132,"October 09, 2023",Delivered,2776.41,legacy_db,10/11/2023 06:00 PM
90,141,,unknwon,,web_portal,05/12/2023 11:00 PM
91,141,20230717,complete,564.83,web_portal,07/17/2023 08:00 PM
92,121,01/27/2023,"",1053.1,web_portal,2023-01-29T09:00:00.000000Z
93,110,20230831,completed,2103.84,"",1693623600
94,142,11/09/2024,pending,830.46,"",2024-11-10 13:00:00
95,103,23-06-2023,returned,231.28,mobile_app,1687622400
96,126,2024-01-05,refunded,84.82,legacy_db,1704438000
97,103,06/07/2024,Cancelled,739.18,legacy_db,06/07/2024 01:00 AM
98,129,"July 07, 2024",Canceled,28.2,,2024-07-07 11:00:00
99,147,"June 12, 2023",failed,357.75,"",1686549600
100,128,2024-13-45,Delivered,0.0,legacy_db,2024-05-15T10:00:00.000000Z
101,124,23-07-2024,completed,144.03,legacy_db,1721797200
102,121,06/09/2023,Delivered,1133.54,new_api,2023-06-10T11:00:00.000000Z
103,171,23-01-2023,returned,2032.03,web_portal,2023-01-25 14:00:00
104,127,01-03-2024,COMPLETED,2987.17,"",03/02/2024 06:00 AM
105,179,,PENDING,2453.23,web_portal,
106,157,21-02-2024,cancelled,834.2,legacy_db,2024-02-21T04:00:00.000000Z
107,109,2024-08-25,pending,2689.42,legacy_db,2024-08-25 06:00:00
108,160,13-11-2023,canceled,2646.52,mobile_app,11/15/2023 10:00 PM
109,165,20231217,complete,1101.81,legacy_db,1702857600
110,128,2023-07-31,Refunded,2913.29,,2023-07-31T20:00:00.000000Z
111,192,2023-03-18,processing,989.52,legacy_db,03/19/2023 03:00 AM
112,157,2023-11-15,refunded,2259.98,legacy_db,11/16/2023 08:00 PM
113,129,20231224,cancelled,581.29,mobile_app,2023-12-25T17:00:00.000000Z
114,181,20230522,complete,2432.1,web_portal,2023-05-24T02:00:00.000000Z
115,188,02/24/2024,PENDING,2825.42,mobile_app,02/24/2024 12:00 PM
116,181,20231023,,367.55,"",1698210000
117,173,"June 28, 2023",cancelled,602.79,"",1687910400
118,161,06-09-2023,"",1651.37,"",2023-09-07 20:00:00
119,193,20230219,delivered,1473.71,new_api,2023-02-20T09:00:00.000000Z
120,158,,complete,,,1687147200
121,173,16-10-2023,cancelled,414.91,new_api,2023-10-18 14:00:00
122,159,"November 07, 2024","",64.03,mobile_app,2024-11-07T02:00:00.000000Z
123,161,20240127,Canceled,1427.94,web_portal,2024-01-29T09:00:00.000000Z
124,139,20241004,returned,1392.15,new_api,2024-10-04 20:00:00
125,105,2025-06-15,Shipped,2361.15,mobile_app,06/11/2023 03:00 AM
126,133,2023-05-25,pending,1361.5,mobile_app,2023-05-27T16:00:00.000000Z
127,196,16-11-2024,unknwon,1905.02,web_portal,1731924000
128,172,2023-07-14,Cancelled,2802.94,legacy_db,1689339600
129,144,20231018,PENDING,1855.75,legacy_db,1697648400
130,104,2024-06-26,Canceled,2077.8,,06/27/2024 09:00 AM
131,138,20230505,Cancelled,1403.55,new_api,1683345600
132,134,08/29/2024,COMPLETED,2233.49,,08/29/2024 10:00 AM
133,165,2024-01-21,Pending,2274.82,,2024-01-21T09:00:00.000000Z
134,101,20230524,Cancelled,2170.79,legacy_db,2023-05-26 12:00:00
135,166,,cancelled,702.73,web_portal,1724551200
136,148,2023-03-03,pending,290.94,legacy_db,2023-03-03 23:00:00
137,107,2024-05-01,shipped,2257.32,,2024-05-03 10:00:00
138,152,25-02-2023,refunded,639.76,web_portal,2023-02-25T17:00:00.000000Z
139,155,2023-04-16,pending,1864.52,,2023-04-18 12:00:00
140,188,2024-13-45,pending,544.98,web_portal,
141,,2023-11-06,complete,2743.17,"",1699232400
142,,12/28/2023,Canceled,1415.93,new_api,2023-12-30 01:00:00
143,,26-01-2024,failed,413.87,legacy_db,2024-01-26 10:00:00
144,,01/24/2023,Processing,2952.55,"",01/24/2023 10:00 AM
145,,20231012,refunded,2315.44,web_portal,2023-10-13 17:00:00
146,,20231118,unknwon,2410.17,mobile_app,2023-11-20 16:00:00
147,,20230123,COMPLETED,1730.25,,2023-01-25T00:00:00.000000Z
148,,"January 17, 2024",,2693.28,new_api,2024-01-17 23:00:00
149,,2023-11-15,Refunded,2854.12,legacy_db,1700071200
150,,,PENDING,,new_api,1728835200
151,,2023-01-14,Shipped,538.14,"",2023-01-15 21:00:00
152,,02/13/2023,Refunded,1944.25,mobile_app,1676271600
153,,"March 17, 2023",shipped,2943.64,web_portal,2023-03-17 14:00:00
154,,05-03-2024,cancelled,207.5,mobile_app,2024-03-07T10:00:00.000000Z
155,,20230502,cancelled,1970.56,mobile_app,05/04/2023 08:00 PM
1,101,2024-01-15,completed,150.0,legacy_db,2024-01-15 10:30:00
5,104,2024-03-15,completed,450.75,new_api,2024-03-15 14:22:33
200,101,2024-01-15,completed,2500.0,web_portal,2024-01-15 15:30:00
201,102,2024-06-01,completed,3200.0,mobile_app,2024-06-01 10:15:00
202,103,2024-07-10,completed,1800.0,web_portal,2024-07-10 09:45:00
203,101,2024-01-15,completed,1200.0,mobile_app,2024-01-15 18:22:00
